0.400,0.572,0.522,0.053,0.188,0.551,0.052,0.502,0.713,0.740,0.686,0.017,0.930,0.925,0.000,0.002
0.345,0.572,0.531,0.211,0.252,0.868,0.101,0.804,0.711,0.736,0.686,0.045,0.927,0.925,0.001,0.003
0.400,0.592,0.550,0.000,0.277,0.559,0.075,0.401,0.712,0.735,0.687,0.029,0.924,0.928,0.001,0.004
0.308,0.556,0.545,0.000,0.291,0.635,0.099,0.515,0.717,0.739,0.702,0.043,0.922,0.930,0.002,0.004
0.219,0.516,0.541,0.000,0.210,0.632,0.052,0.388,0.718,0.744,0.691,0.019,0.919,0.932,0.001,0.002
0.157,0.456,0.517,0.158,0.230,0.479,0.075,0.268,0.720,0.744,0.695,0.045,0.916,0.933,0.002,0.004
0.200,0.432,0.512,0.000,0.303,0.636,0.075,0.629,0.721,0.747,0.694,0.019,0.914,0.934,0.001,0.002
0.169,0.400,0.498,0.158,0.161,0.610,0.101,0.615,0.727,0.749,0.697,0.024,0.911,0.939,0.001,0.001
0.130,0.360,0.478,0.158,0.130,0.460,0.077,0.420,0.749,0.757,0.726,0.140,0.910,0.939,0.003,0.002
0.128,0.316,0.459,0.053,0.112,0.257,0.075,0.161,0.758,0.784,0.727,0.009,0.907,0.938,0.001,0.001
0.149,0.320,0.455,0.000,0.218,0.756,0.075,0.283,0.760,0.788,0.732,0.028,0.905,0.937,0.001,0.001
0.210,0.320,0.445,0.000,0.124,0.355,0.075,0.323,0.757,0.782,0.730,0.031,0.902,0.936,0.000,0.001
0.142,0.296,0.431,0.000,0.091,0.132,0.077,0.085,0.752,0.781,0.721,0.002,0.900,0.935,0.000,0.001
0.123,0.268,0.416,0.000,0.094,0.159,0.050,0.138,0.752,0.781,0.720,0.002,0.897,0.934,0.000,0.001
0.075,0.232,0.392,0.053,0.085,0.116,0.075,0.051,0.752,0.781,0.720,0.003,0.895,0.933,0.000,0.000
0.067,0.200,0.368,0.105,0.101,0.188,0.075,0.140,0.752,0.782,0.722,0.010,0.892,0.932,0.000,0.000
0.063,0.180,0.349,0.000,0.097,0.188,0.075,0.138,0.753,0.782,0.721,0.002,0.890,0.931,0.001,0.002
0.065,0.160,0.330,0.000,0.098,0.239,0.052,0.185,0.753,0.783,0.722,0.005,0.887,0.930,0.000,0.001
0.299,0.260,0.364,0.105,0.441,0.704,0.173,0.362,0.760,0.785,0.731,0.022,0.885,0.930,0.150,0.015
0.371,0.348,0.397,0.000,0.466,0.602,0.430,0.301,0.762,0.790,0.732,0.010,0.882,0.935,0.000,0.001
0.769,0.584,0.498,0.053,0.410,0.562,0.407,0.334,0.764,0.792,0.734,0.016,0.928,0.935,0.106,0.007
0.976,0.844,0.622,0.000,0.433,0.585,0.357,0.208,0.766,0.795,0.734,0.009,0.933,0.935,0.025,0.001
0.578,0.820,0.641,0.000,0.444,0.652,0.459,0.266,0.767,0.796,0.735,0.009,0.931,0.938,0.025,0.001
0.561,0.852,0.679,0.053,0.442,0.622,0.394,0.343,0.767,0.795,0.737,0.009,0.929,0.940,0.130,0.014
0.422,0.824,0.694,0.053,0.428,0.514,0.449,0.208,0.765,0.795,0.734,0.002,0.927,0.944,0.000,0.001
0.458,0.800,0.708,0.105,0.422,0.538,0.454,0.209,0.766,0.795,0.735,0.009,0.924,0.944,0.074,0.007
0.373,0.752,0.703,0.000,0.355,0.440,0.380,0.212,0.767,0.797,0.737,0.009,0.921,0.947,0.024,0.001
0.561,0.808,0.742,0.000,0.388,0.553,0.407,0.375,0.767,0.797,0.735,0.003,0.919,0.949,0.024,0.001
0.518,0.788,0.746,0.053,0.390,0.532,0.370,0.262,0.775,0.798,0.754,0.055,0.916,0.950,0.025,0.001
0.499,0.804,0.770,0.053,0.398,0.554,0.315,0.256,0.785,0.815,0.753,0.009,0.914,0.954,0.024,0.003
0.477,0.828,0.794,0.000,0.461,0.625,0.405,0.294,0.785,0.814,0.753,0.010,0.911,0.957,0.025,0.001
0.624,0.892,0.837,0.000,0.453,0.592,0.442,0.204,0.786,0.814,0.754,0.007,0.909,0.959,0.025,0.001
0.427,0.820,0.823,0.000,0.427,0.639,0.419,0.401,0.786,0.815,0.755,0.017,0.906,0.962,0.024,0.001
0.424,0.804,0.828,0.053,0.419,0.486,0.432,0.235,0.786,0.816,0.754,0.009,0.904,0.964,0.025,0.001
0.583,0.860,0.861,0.105,0.457,0.632,0.412,0.307,0.787,0.816,0.756,0.010,0.901,0.968,0.027,0.001
0.569,0.880,0.885,0.000,0.404,0.588,0.394,0.229,0.787,0.817,0.755,0.009,0.899,0.972,0.025,0.001
0.422,0.832,0.876,0.000,0.507,0.627,0.534,0.264,0.787,0.816,0.757,0.017,0.897,0.975,0.031,0.002
0.393,0.788,0.866,0.000,0.447,0.524,0.345,0.235,0.791,0.815,0.779,0.157,0.894,0.978,0.024,0.001
0.414,0.756,0.856,0.053,0.427,0.538,0.375,0.290,0.793,0.824,0.761,0.012,0.892,0.986,0.024,0.001
0.566,0.824,0.890,0.000,0.411,0.608,0.387,0.333,0.793,0.824,0.760,0.003,0.889,0.987,0.024,0.001
0.525,0.836,0.904,0.105,0.414,0.677,0.335,0.441,0.795,0.825,0.762,0.009,0.887,0.990,0.024,0.002
0.501,0.844,0.914,0.000,0.404,0.725,0.126,0.556,0.795,0.824,0.764,0.016,0.885,0.994,0.130,0.010
0.651,0.908,0.947,0.000,0.216,0.395,0.075,0.264,0.791,0.818,0.762,0.034,0.882,0.994,0.075,0.006
0.455,0.848,0.933,0.053,0.406,0.611,0.425,0.407,0.794,0.825,0.761,0.009,0.880,0.995,0.022,0.001
0.670,0.940,0.976,0.000,0.372,0.486,0.127,0.378,0.795,0.826,0.763,0.010,0.878,0.997,0.024,0.001
0.660,0.964,1.000,0.053,0.427,0.735,0.384,0.461,0.794,0.823,0.764,0.009,0.876,1.000,0.021,0.002
0.186,0.408,0.354,1.000,0.209,0.521,0.050,0.360,0.956,0.825,0.944,1.000,0.701,0.908,1.000,1.000
0.251,0.428,0.373,0.105,0.138,0.338,0.101,0.266,0.930,0.932,0.942,0.017,0.670,0.891,0.000,0.001
0.552,0.520,0.421,0.053,0.121,0.250,0.050,0.221,0.898,0.932,0.862,0.007,0.669,0.891,0.000,0.000
0.361,0.520,0.435,0.000,0.137,0.243,0.050,0.198,0.900,0.934,0.864,0.009,0.668,0.890,0.000,0.001
0.255,0.488,0.435,0.105,0.117,0.296,0.075,0.268,0.900,0.933,0.863,0.007,0.666,0.890,0.000,0.000
0.200,0.452,0.431,0.000,0.108,0.194,0.075,0.134,0.901,0.935,0.864,0.005,0.665,0.889,0.000,0.000
0.210,0.436,0.431,0.053,0.203,0.686,0.075,0.482,0.905,0.929,0.872,0.071,0.664,0.889,0.002,0.005
0.243,0.428,0.435,0.053,0.169,0.370,0.075,0.322,0.949,0.970,0.914,0.102,0.664,0.889,0.000,0.000
0.164,0.380,0.421,0.000,0.163,0.318,0.050,0.253,0.950,0.984,0.913,0.009,0.663,0.888,0.001,0.001
0.316,0.440,0.450,0.000,0.154,0.294,0.101,0.202,0.949,0.983,0.911,0.010,0.662,0.888,0.000,0.000
0.178,0.392,0.435,0.000,0.184,0.310,0.121,0.253,0.948,0.983,0.909,0.014,0.661,0.887,0.000,0.000
0.104,0.336,0.416,0.053,0.146,0.300,0.099,0.123,0.947,0.983,0.908,0.005,0.660,0.886,0.000,0.000
0.051,0.276,0.388,0.000,0.133,0.294,0.052,0.108,0.947,0.983,0.909,0.005,0.659,0.885,0.000,0.001
0.137,0.268,0.378,0.000,0.117,0.250,0.072,0.216,0.947,0.983,0.908,0.010,0.658,0.885,0.000,0.000
0.219,0.296,0.388,0.053,0.210,0.803,0.075,0.868,0.954,0.983,0.934,0.064,0.657,0.884,0.003,0.005
0.111,0.260,0.368,0.000,0.150,0.414,0.101,0.302,0.965,1.000,0.928,0.009,0.655,0.886,0.000,0.000
0.130,0.256,0.364,0.053,0.158,0.484,0.052,0.496,0.958,0.994,0.921,0.012,0.654,0.885,0.000,0.001
0.154,0.264,0.364,0.000,0.153,0.366,0.050,0.287,0.957,0.993,0.917,0.003,0.653,0.884,0.000,0.001
0.135,0.244,0.349,0.000,0.133,0.217,0.075,0.126,0.956,0.992,0.918,0.021,0.652,0.884,0.000,0.000
0.111,0.232,0.340,0.000,0.092,0.171,0.074,0.135,0.955,0.990,0.918,0.010,0.651,0.883,0.000,0.001
0.159,0.248,0.344,0.000,0.168,0.382,0.072,0.326,0.955,0.991,0.916,0.010,0.650,0.882,0.000,0.000
0.084,0.212,0.325,0.053,0.143,0.277,0.052,0.245,0.956,0.993,0.916,0.005,0.649,0.882,0.000,0.001
0.178,0.240,0.330,0.000,0.117,0.200,0.050,0.138,0.957,0.993,0.917,0.003,0.648,0.881,0.000,0.001
0.229,0.264,0.340,0.053,0.158,0.254,0.101,0.128,0.957,0.994,0.917,0.009,0.647,0.880,0.000,0.000
0.130,0.244,0.330,0.000,0.163,0.328,0.146,0.288,0.957,0.994,0.917,0.007,0.646,0.880,0.000,0.001
0.133,0.236,0.321,0.000,0.148,0.250,0.075,0.168,0.957,0.993,0.917,0.005,0.645,0.879,0.000,0.001
0.212,0.264,0.330,0.053,0.175,0.397,0.075,0.305,0.957,0.994,0.917,0.005,0.644,0.878,0.000,0.001
0.164,0.260,0.325,0.105,0.157,0.358,0.075,0.177,0.960,0.994,0.923,0.009,0.643,0.877,0.000,0.001
0.140,0.248,0.321,0.105,0.150,0.470,0.074,0.424,0.968,0.998,0.959,0.200,0.644,0.878,0.000,0.001
0.106,0.228,0.306,0.000,0.137,0.273,0.075,0.276,0.956,0.946,0.927,0.009,0.643,0.881,0.000,0.001
0.145,0.236,0.306,0.105,0.115,0.300,0.075,0.276,0.913,0.947,0.876,0.017,0.642,0.881,0.000,0.001
0.566,0.428,0.383,0.053,0.099,0.323,0.074,0.300,0.914,0.948,0.877,0.007,0.641,0.880,0.000,0.000
0.236,0.372,0.368,0.053,0.133,0.308,0.099,0.250,0.914,0.948,0.879,0.028,0.640,0.879,0.000,0.000
0.149,0.328,0.359,0.053,0.130,0.299,0.075,0.289,0.914,0.948,0.879,0.021,0.639,0.878,0.000,0.001
0.084,0.284,0.340,0.053,0.140,0.306,0.075,0.229,0.911,0.945,0.877,0.028,0.638,0.877,0.000,0.001
0.135,0.272,0.335,0.053,0.100,0.171,0.075,0.152,0.911,0.946,0.873,0.003,0.636,0.877,0.001,0.002
0.089,0.240,0.321,0.053,0.121,0.300,0.052,0.273,0.910,0.945,0.877,0.026,0.635,0.876,0.000,0.000
0.080,0.216,0.306,0.053,0.122,0.260,0.074,0.190,0.911,0.946,0.877,0.026,0.634,0.875,0.000,0.000
0.108,0.208,0.301,0.000,0.098,0.153,0.075,0.086,0.910,0.945,0.873,0.003,0.633,0.875,0.000,0.001
0.084,0.196,0.292,0.053,0.133,0.358,0.075,0.268,0.910,0.945,0.875,0.024,0.632,0.874,0.000,0.000
0.072,0.176,0.282,0.053,0.101,0.227,0.074,0.131,0.911,0.945,0.873,0.005,0.631,0.873,0.000,0.001
0.060,0.160,0.268,0.000,0.092,0.212,0.052,0.169,0.907,0.940,0.873,0.005,0.630,0.872,0.000,0.000
0.227,0.220,0.287,0.000,0.088,0.174,0.050,0.067,0.906,0.940,0.871,0.028,0.629,0.872,0.001,0.000
0.205,0.240,0.292,0.000,0.115,0.217,0.075,0.162,0.906,0.940,0.869,0.009,0.628,0.871,0.000,0.001
0.236,0.272,0.306,0.053,0.106,0.213,0.075,0.127,0.906,0.941,0.869,0.005,0.627,0.870,0.000,0.000
0.263,0.296,0.316,0.211,0.182,0.479,0.075,0.489,0.908,0.939,0.880,0.036,0.626,0.871,0.002,0.005
0.190,0.300,0.321,0.000,0.174,0.615,0.075,0.391,0.920,0.939,0.890,0.095,0.625,0.874,0.003,0.005
0.157,0.296,0.321,0.000,0.127,0.526,0.074,0.458,0.916,0.950,0.881,0.010,0.624,0.873,0.000,0.001
0.294,0.352,0.349,0.105,0.220,0.577,0.127,0.576,0.937,0.953,0.912,0.060,0.623,0.874,0.003,0.007
0.186,0.328,0.344,0.053,0.177,0.522,0.099,0.328,0.952,0.978,0.925,0.098,0.622,0.875,0.007,0.007
0.210,0.336,0.349,0.053,0.257,0.829,0.075,0.822,0.953,0.935,0.943,0.059,0.621,0.877,0.007,0.005
0.135,0.300,0.340,0.000,0.096,0.338,0.074,0.356,0.900,0.934,0.864,0.010,0.620,0.878,0.000,0.001
0.128,0.268,0.325,0.053,0.106,0.197,0.075,0.184,0.899,0.929,0.866,0.033,0.619,0.877,0.000,0.001
0.296,0.368,0.368,0.053,0.210,0.423,0.099,0.368,0.910,0.934,0.879,0.062,0.618,0.878,0.008,0.011
0.149,0.320,0.354,0.000,0.144,0.522,0.075,0.352,0.911,0.944,0.876,0.010,0.617,0.879,0.000,0.000
0.067,0.264,0.330,0.000,0.110,0.186,0.075,0.170,0.912,0.946,0.875,0.012,0.616,0.878,0.000,0.000
0.080,0.236,0.321,0.000,0.075,0.132,0.050,0.070,0.910,0.944,0.876,0.009,0.615,0.878,0.000,0.001
0.034,0.192,0.297,0.158,0.095,0.246,0.050,0.155,0.909,0.941,0.875,0.022,0.614,0.877,0.000,0.000
0.099,0.200,0.297,0.053,0.120,0.281,0.075,0.235,0.910,0.944,0.877,0.026,0.613,0.877,0.000,0.000
0.055,0.172,0.282,0.000,0.095,0.258,0.074,0.156,0.911,0.946,0.875,0.007,0.612,0.876,0.000,0.000
0.108,0.176,0.278,0.000,0.107,0.186,0.074,0.121,0.911,0.946,0.873,0.003,0.611,0.876,0.000,0.001
0.137,0.188,0.278,0.053,0.145,0.388,0.075,0.374,0.911,0.945,0.879,0.033,0.610,0.875,0.003,0.006
0.265,0.248,0.297,0.053,0.248,0.576,0.121,0.571,0.940,0.965,0.919,0.086,0.609,0.876,0.003,0.005
0.164,0.244,0.297,0.053,0.183,0.528,0.075,0.498,0.948,0.979,0.912,0.060,0.609,0.878,0.015,0.008
0.453,0.420,0.368,0.053,0.089,0.171,0.074,0.115,0.945,0.977,0.909,0.009,0.608,0.878,0.000,0.001
0.267,0.400,0.373,0.105,0.107,0.288,0.050,0.237,0.939,0.974,0.903,0.022,0.607,0.877,0.000,0.001
0.188,0.372,0.368,0.053,0.137,0.292,0.097,0.256,0.940,0.974,0.904,0.031,0.606,0.877,0.000,0.000
0.159,0.340,0.359,0.053,0.164,0.479,0.097,0.507,0.941,0.976,0.904,0.019,0.605,0.877,0.002,0.005
0.207,0.368,0.378,0.053,0.159,0.379,0.099,0.369,0.947,0.980,0.911,0.034,0.604,0.878,0.001,0.005
0.188,0.356,0.378,0.000,0.169,0.317,0.099,0.144,0.944,0.977,0.910,0.009,0.603,0.877,0.000,0.001
0.142,0.316,0.364,0.053,0.126,0.191,0.124,0.063,0.943,0.978,0.904,0.010,0.602,0.877,0.000,0.001
0.210,0.324,0.368,0.053,0.183,0.311,0.101,0.249,0.946,0.979,0.912,0.021,0.601,0.876,0.001,0.001
0.289,0.364,0.383,0.053,0.209,0.306,0.099,0.172,0.942,0.972,0.907,0.024,0.600,0.876,0.000,0.000
0.224,0.348,0.383,0.105,0.179,0.358,0.075,0.312,0.940,0.973,0.911,0.048,0.599,0.876,0.000,0.001
0.224,0.360,0.392,0.053,0.256,0.381,0.099,0.276,0.939,0.970,0.914,0.028,0.598,0.875,0.000,0.000
0.171,0.332,0.383,0.053,0.186,0.389,0.075,0.346,0.936,0.970,0.900,0.021,0.597,0.875,0.001,0.002
0.077,0.280,0.359,0.000,0.168,0.457,0.102,0.447,0.936,0.970,0.898,0.012,0.596,0.875,0.001,0.001
0.111,0.272,0.354,0.053,0.140,0.359,0.121,0.328,0.932,0.967,0.896,0.007,0.595,0.874,0.000,0.000
0.096,0.248,0.344,0.000,0.144,0.338,0.101,0.279,0.931,0.966,0.894,0.007,0.594,0.874,0.000,0.001
0.159,0.252,0.340,0.053,0.135,0.358,0.074,0.343,0.931,0.966,0.894,0.005,0.594,0.873,0.000,0.001
0.195,0.272,0.349,0.053,0.235,0.313,0.099,0.172,0.931,0.963,0.895,0.031,0.593,0.873,0.000,0.001
0.219,0.292,0.354,0.053,0.236,0.765,0.099,0.850,0.936,0.963,0.908,0.090,0.592,0.875,0.001,0.001
0.263,0.328,0.368,0.053,0.248,0.569,0.124,0.357,0.942,0.972,0.935,0.197,0.591,0.878,0.001,0.001
0.188,0.312,0.364,0.053,0.190,0.303,0.101,0.270,0.938,0.972,0.904,0.033,0.590,0.881,0.000,0.000
0.214,0.320,0.368,0.053,0.190,0.297,0.101,0.157,0.939,0.972,0.903,0.016,0.589,0.881,0.000,0.000
0.224,0.332,0.373,0.053,0.233,0.385,0.124,0.376,0.940,0.973,0.904,0.034,0.588,0.880,0.000,0.001
0.431,0.444,0.421,0.053,0.122,0.292,0.075,0.216,0.937,0.971,0.900,0.005,0.587,0.880,0.000,0.000
0.217,0.396,0.411,0.053,0.138,0.348,0.052,0.245,0.939,0.973,0.903,0.021,0.586,0.879,0.000,0.000
0.171,0.360,0.402,0.000,0.122,0.197,0.052,0.166,0.941,0.976,0.902,0.007,0.585,0.878,0.001,0.002
0.186,0.352,0.397,0.000,0.139,0.359,0.101,0.288,0.942,0.977,0.905,0.007,0.585,0.877,0.000,0.000
0.169,0.336,0.392,0.000,0.139,0.235,0.124,0.144,0.941,0.976,0.903,0.009,0.584,0.877,0.000,0.000
0.096,0.288,0.373,0.053,0.132,0.250,0.077,0.160,0.942,0.977,0.905,0.007,0.583,0.876,0.000,0.001
0.072,0.252,0.354,0.053,0.162,0.342,0.099,0.274,0.944,0.979,0.906,0.007,0.582,0.876,0.000,0.000
0.048,0.216,0.335,0.000,0.145,0.250,0.124,0.196,0.943,0.979,0.905,0.005,0.581,0.875,0.000,0.000
0.094,0.208,0.325,0.000,0.162,0.328,0.101,0.307,0.944,0.979,0.906,0.012,0.580,0.874,0.000,0.000
0.292,0.264,0.340,0.000,0.144,0.284,0.077,0.137,0.943,0.978,0.906,0.007,0.579,0.873,0.000,0.001
0.120,0.224,0.321,0.053,0.132,0.303,0.075,0.301,0.943,0.979,0.905,0.005,0.579,0.873,0.000,0.000
0.142,0.236,0.325,0.000,0.128,0.293,0.075,0.151,0.944,0.979,0.905,0.007,0.578,0.872,0.000,0.000
0.108,0.220,0.316,0.000,0.133,0.222,0.121,0.164,0.941,0.976,0.907,0.007,0.577,0.871,0.000,0.001
0.094,0.208,0.306,0.053,0.135,0.211,0.101,0.120,0.940,0.975,0.903,0.005,0.576,0.871,0.000,0.000
0.101,0.188,0.292,0.000,0.115,0.188,0.075,0.133,0.940,0.975,0.902,0.005,0.575,0.870,0.000,0.001
0.104,0.180,0.282,0.053,0.128,0.237,0.099,0.197,0.940,0.975,0.903,0.005,0.574,0.869,0.001,0.002
0.043,0.148,0.263,0.000,0.118,0.208,0.101,0.146,0.940,0.975,0.904,0.009,0.573,0.868,0.000,0.001
0.072,0.148,0.258,0.000,0.119,0.188,0.101,0.144,0.941,0.977,0.903,0.012,0.573,0.867,0.001,0.001
0.106,0.160,0.258,0.158,0.139,0.200,0.124,0.106,0.943,0.978,0.906,0.017,0.572,0.867,0.000,0.001
0.181,0.192,0.268,0.053,0.149,0.300,0.121,0.244,0.946,0.981,0.908,0.012,0.571,0.867,0.000,0.001
0.106,0.172,0.254,0.053,0.140,0.754,0.077,0.769,0.947,0.981,0.909,0.010,0.570,0.867,0.000,0.000
0.094,0.164,0.249,0.000,0.146,0.377,0.099,0.385,0.947,0.981,0.908,0.005,0.569,0.866,0.001,0.001
0.299,0.264,0.287,0.000,0.107,0.145,0.099,0.064,0.944,0.978,0.906,0.005,0.568,0.865,0.001,0.001
0.195,0.276,0.297,0.000,0.143,0.315,0.075,0.271,0.944,0.979,0.905,0.007,0.567,0.865,0.001,0.001
0.108,0.240,0.282,0.053,0.117,0.192,0.077,0.137,0.947,0.980,0.909,0.014,0.567,0.865,0.001,0.001
0.130,0.232,0.278,0.053,0.165,0.754,0.101,0.825,0.947,0.982,0.909,0.019,0.566,0.865,0.000,0.000
0.137,0.236,0.282,0.000,0.152,0.362,0.099,0.333,0.948,0.984,0.911,0.010,0.565,0.864,0.000,0.001
0.130,0.236,0.282,0.000,0.128,0.236,0.052,0.161,0.950,0.985,0.912,0.022,0.564,0.864,0.001,0.001
0.125,0.228,0.278,0.000,0.123,0.273,0.101,0.224,0.947,0.983,0.909,0.005,0.563,0.863,0.001,0.001
0.164,0.240,0.282,0.053,0.150,0.375,0.101,0.236,0.949,0.983,0.911,0.009,0.562,0.863,0.000,0.000
0.263,0.292,0.301,0.053,0.189,0.848,0.097,0.917,0.953,0.984,0.920,0.031,0.562,0.863,0.003,0.008
0.241,0.292,0.306,0.000,0.211,0.726,0.099,0.486,0.955,0.989,0.927,0.052,0.561,0.865,0.004,0.008
0.272,0.324,0.321,0.263,0.150,0.405,0.050,0.418,0.962,0.995,0.928,0.052,0.560,0.865,0.000,0.001
0.333,0.372,0.344,0.579,0.243,0.418,0.119,0.312,0.528,0.505,0.595,0.574,0.559,0.866,0.004,0.003
0.402,0.436,0.378,0.053,0.302,0.773,0.097,0.757,0.652,0.643,0.667,0.169,0.558,0.869,0.006,0.007
0.171,0.372,0.364,0.000,0.100,0.333,0.052,0.239,0.665,0.689,0.639,0.019,0.558,0.872,0.001,0.001
0.128,0.324,0.349,0.053,0.164,0.515,0.075,0.301,0.668,0.688,0.656,0.053,0.557,0.871,0.003,0.004
0.183,0.324,0.349,0.053,0.101,0.214,0.052,0.122,0.674,0.698,0.651,0.010,0.556,0.872,0.001,0.001
0.176,0.320,0.349,0.105,0.163,0.437,0.074,0.441,0.673,0.690,0.675,0.202,0.555,0.872,0.001,0.001
0.065,0.260,0.325,0.000,0.094,0.188,0.074,0.138,0.678,0.701,0.658,0.022,0.555,0.876,0.000,0.000
0.053,0.220,0.311,0.000,0.073,0.113,0.050,0.064,0.676,0.702,0.648,0.007,0.554,0.876,0.000,0.000
0.092,0.212,0.301,0.000,0.085,0.118,0.075,0.053,0.676,0.700,0.650,0.022,0.553,0.876,0.000,0.000
0.077,0.196,0.292,0.000,0.079,0.114,0.075,0.047,0.676,0.702,0.649,0.012,0.553,0.875,0.001,0.002
0.128,0.204,0.292,0.158,0.126,0.423,0.075,0.426,0.679,0.702,0.652,0.017,0.552,0.875,0.000,0.000
0.152,0.220,0.297,0.000,0.127,0.280,0.101,0.162,0.681,0.706,0.653,0.014,0.551,0.874,0.000,0.000
0.364,0.300,0.325,0.053,0.239,0.831,0.050,0.366,0.687,0.708,0.681,0.091,0.550,0.874,0.002,0.006
0.224,0.288,0.321,0.000,0.107,0.389,0.050,0.362,0.708,0.735,0.681,0.012,0.549,0.877,0.001,0.001
0.106,0.244,0.306,0.000,0.107,0.254,0.075,0.233,0.704,0.730,0.675,0.009,0.549,0.877,0.000,0.001
0.176,0.272,0.316,0.000,0.164,0.426,0.075,0.324,0.699,0.723,0.673,0.017,0.548,0.876,0.001,0.000
0.176,0.264,0.311,0.000,0.110,0.191,0.075,0.091,0.695,0.722,0.667,0.012,0.547,0.876,0.000,0.000
0.159,0.264,0.311,0.053,0.115,0.264,0.052,0.230,0.698,0.723,0.669,0.019,0.546,0.875,0.000,0.000
0.149,0.260,0.306,0.000,0.121,0.237,0.097,0.138,0.699,0.726,0.671,0.007,0.545,0.875,0.000,0.000
0.152,0.260,0.306,0.053,0.125,0.261,0.052,0.226,0.696,0.722,0.670,0.003,0.545,0.874,0.000,0.000
0.193,0.260,0.306,0.053,0.163,0.887,0.050,1.000,0.696,0.722,0.681,0.081,0.544,0.873,0.000,0.000
0.234,0.276,0.311,0.053,0.127,0.531,0.075,0.588,0.697,0.723,0.673,0.043,0.543,0.873,0.000,0.000
0.386,0.376,0.354,0.000,0.110,0.229,0.099,0.155,0.700,0.727,0.671,0.005,0.542,0.872,0.001,0.001
